created_at	secret_hash	detector_name	matches	source_url	source_name	commit_url	commit_sha	commit_author	author_email	filepath	incident_id	gitguardian_url
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.c	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.txt	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.sh	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.py	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.ps1	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.js	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	NdZOYiavt44Hc0w2M1qJ4btcOJ3wcIRHhltB7WVqCD5zJJxU/fKLrZqxYW2nqyoj	FTP URI credentials		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.cpp	649553	https://dashboard.gitguardian.com/workspace/112192/incidents/649553
2021-05-03 16:31:23+00:00	stf9WrhwE0kM28wlvCunuW+CA1aaPc7qcdSspUsJVEC3BkROfeuh40iUuZt2nZY1	MongoDB URI		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.cpp	649552	https://dashboard.gitguardian.com/workspace/112192/incidents/649552
2021-05-03 16:31:23+00:00	stf9WrhwE0kM28wlvCunuW+CA1aaPc7qcdSspUsJVEC3BkROfeuh40iUuZt2nZY1	MongoDB URI		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.txt	649552	https://dashboard.gitguardian.com/workspace/112192/incidents/649552
2021-05-03 16:31:23+00:00	stf9WrhwE0kM28wlvCunuW+CA1aaPc7qcdSspUsJVEC3BkROfeuh40iUuZt2nZY1	MongoDB URI		https://github.com/InfosecRD/SecretBench	InfosecRD/SecretBench	https://github.com/InfosecRD/SecretBench/commit/7538083424579401ef3c98c266d833e039c24114	7538083424579401ef3c98c266d833e039c24114	Ryan Delaney	ryan.delaney@owasp.org	battery/passwords.sh	649552	https://dashboard.gitguardian.com/workspace/112192/incidents/649552
